seqnames	start	end	width	gene	Reads	Background	ReadsPerMb	Library
chr15	89336092	89427045	90954	BLM/RECQL5	100588	1.50%	14	blm-recq5-1-single-c11-w1-3d6_S395_
chr19	6928458	7082998	154541	BLM/RECQL5	100588	1.50%	14	blm-recq5-1-single-c11-w1-3d6_S395_
chrX	54218269	54241922	23654	BLM/RECQL5	100588	1.50%	14	blm-recq5-1-single-c11-w1-3d6_S395_
chr2	36635999	36657844	21846	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr2	143427653	143435997	8345	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr4	24362518	24386542	24025	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr8	141233480	141242108	8629	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr9	130805131	130821176	16046	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr15	60800726	60821209	20484	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr15	65438763	65453467	14705	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr15	72671154	72679082	7929	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr15	74065841	74123987	58147	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr18	77643211	77659745	16535	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr19	24410777	27292135	2881359	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr21	38285836	38321112	35277	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr22	23288350	23290608	2259	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chrX	126736741	126763519	26779	BLM/RECQL5	484792	1.00%	67	blm-recq5-1-single-c11-w11-3d6_S405_
chr1	233531210	233600482	69273	BLM/RECQL5	514666	1.00%	71	blm-recq5-1-single-c11-w18-3d6_S412_
chr5	65377314	65430260	52947	BLM/RECQL5	514666	1.00%	71	blm-recq5-1-single-c11-w18-3d6_S412_
chr7	138732513	138758211	25699	BLM/RECQL5	514666	1.00%	71	blm-recq5-1-single-c11-w18-3d6_S412_
chr8	69515550	69525691	10142	BLM/RECQL5	514666	1.00%	71	blm-recq5-1-single-c11-w18-3d6_S412_
chr8	93083962	93084102	141	BLM/RECQL5	514666	1.00%	71	blm-recq5-1-single-c11-w18-3d6_S412_
chr14	47158174	47173451	15278	BLM/RECQL5	514666	1.00%	71	blm-recq5-1-single-c11-w18-3d6_S412_
chr15	85580874	85583523	2650	BLM/RECQL5	514666	1.00%	71	blm-recq5-1-single-c11-w18-3d6_S412_
chr15	87857524	87890542	33019	BLM/RECQL5	514666	1.00%	71	blm-recq5-1-single-c11-w18-3d6_S412_
chr15	89337117	89344439	7323	BLM/RECQL5	514666	1.00%	71	blm-recq5-1-single-c11-w18-3d6_S412_
chr17	70567905	70589262	21358	BLM/RECQL5	514666	1.00%	71	blm-recq5-1-single-c11-w18-3d6_S412_
chr21	18384526	19020351	635826	BLM/RECQL5	514666	1.00%	71	blm-recq5-1-single-c11-w18-3d6_S412_
chr1	91878388	92095167	216780	BLM/RECQL5	104202	1.30%	14	blm-recq5-1-single-c11-w22-3d6_S416_
chr2	45811239	45993074	181836	BLM/RECQL5	104202	1.30%	14	blm-recq5-1-single-c11-w22-3d6_S416_
chr3	61589571	61836762	247192	BLM/RECQL5	104202	1.30%	14	blm-recq5-1-single-c11-w22-3d6_S416_
chr5	98736075	98816163	80089	BLM/RECQL5	104202	1.30%	14	blm-recq5-1-single-c11-w22-3d6_S416_
chr8	69654767	70299677	644911	BLM/RECQL5	104202	1.30%	14	blm-recq5-1-single-c11-w22-3d6_S416_
chr8	73858280	73905614	47335	BLM/RECQL5	104202	1.30%	14	blm-recq5-1-single-c11-w22-3d6_S416_
chr9	130036245	130064596	28352	BLM/RECQL5	104202	1.30%	14	blm-recq5-1-single-c11-w22-3d6_S416_
chr11	83103071	83196465	93395	BLM/RECQL5	104202	1.30%	14	blm-recq5-1-single-c11-w22-3d6_S416_
chr12	20219310	20401213	181904	BLM/RECQL5	104202	1.30%	14	blm-recq5-1-single-c11-w22-3d6_S416_
chr22	24926169	25028298	102130	BLM/RECQL5	104202	1.30%	14	blm-recq5-1-single-c11-w22-3d6_S416_
chr1	153095137	153134293	39157	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr1	212686351	213470825	784475	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr1	221274812	222210050	935239	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr3	143562981	143660028	97048	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr5	170662631	170789594	126964	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr7	31070551	31387861	317311	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr7	40900399	40975364	74966	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr8	11818329	12373759	555431	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr8	90164147	90506835	342689	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr12	14016784	14162155	145372	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr13	102171360	102280891	109532	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr15	60758290	60831500	73211	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr16	51959728	52058845	99118	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr18	10902003	10926781	24779	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chrX	132309794	132397683	87890	BLM/RECQL5	143980	1.40%	19	blm-recq5-1-single-c11-w33-3d6_S427_
chr2	226733759	226841301	107543	BLM/RECQL5	62616	3.40%	9	blm-recq5-1-single-c3-w11-3d6_S56_
chr3	101452422	101521243	68822	BLM/RECQL5	62616	3.40%	9	blm-recq5-1-single-c3-w11-3d6_S56_
chr9	125724573	125734969	10397	BLM/RECQL5	62616	3.40%	9	blm-recq5-1-single-c3-w11-3d6_S56_
chr14	90641185	90819661	178477	BLM/RECQL5	62616	3.40%	9	blm-recq5-1-single-c3-w11-3d6_S56_
chr17	12323294	12352176	28883	BLM/RECQL5	62616	3.40%	9	blm-recq5-1-single-c3-w11-3d6_S56_
chr22	31791396	31881104	89709	BLM/RECQL5	62616	3.40%	9	blm-recq5-1-single-c3-w11-3d6_S56_
chr1	82334300	82575837	241538	BLM/RECQL5	168384	1.90%	26	blm-recq5-1-single-c3-w19-3d6_S60_
chr4	91682614	91846905	164292	BLM/RECQL5	168384	1.90%	26	blm-recq5-1-single-c3-w19-3d6_S60_
chr4	120791226	120807560	16335	BLM/RECQL5	168384	1.90%	26	blm-recq5-1-single-c3-w19-3d6_S60_
chr7	81771829	81808294	36466	BLM/RECQL5	168384	1.90%	26	blm-recq5-1-single-c3-w19-3d6_S60_
chr8	96244273	96278197	33925	BLM/RECQL5	168384	1.90%	26	blm-recq5-1-single-c3-w19-3d6_S60_
chr11	22368621	22389698	21078	BLM/RECQL5	168384	1.90%	26	blm-recq5-1-single-c3-w19-3d6_S60_
chr13	92542119	92599244	57126	BLM/RECQL5	168384	1.90%	26	blm-recq5-1-single-c3-w19-3d6_S60_
chr14	98825206	98846072	20867	BLM/RECQL5	168384	1.90%	26	blm-recq5-1-single-c3-w19-3d6_S60_
chr17	9991431	10016981	25551	BLM/RECQL5	168384	1.90%	26	blm-recq5-1-single-c3-w19-3d6_S60_
chrX	53318640	53390245	71606	BLM/RECQL5	168384	1.90%	26	blm-recq5-1-single-c3-w19-3d6_S60_
chr1	115331436	115363520	32085	BLM/RECQL5	411514	1.20%	59	blm-recq5-1-single-c7-w14-3d6_S212_
chr1	170049056	170116196	67141	BLM/RECQL5	411514	1.20%	59	blm-recq5-1-single-c7-w14-3d6_S212_
chr8	88796107	88875416	79310	BLM/RECQL5	411514	1.20%	59	blm-recq5-1-single-c7-w14-3d6_S212_
chr9	67614254	68566131	951878	BLM/RECQL5	411514	1.20%	59	blm-recq5-1-single-c7-w14-3d6_S212_
chr11	91032938	91062847	29910	BLM/RECQL5	411514	1.20%	59	blm-recq5-1-single-c7-w14-3d6_S212_
chr15	60726508	60828069	101562	BLM/RECQL5	411514	1.20%	59	blm-recq5-1-single-c7-w14-3d6_S212_
chr15	72558855	72579240	20386	BLM/RECQL5	411514	1.20%	59	blm-recq5-1-single-c7-w14-3d6_S212_
chr15	74108891	74109943	1053	BLM/RECQL5	411514	1.20%	59	blm-recq5-1-single-c7-w14-3d6_S212_
chr15	89333840	89338800	4961	BLM/RECQL5	411514	1.20%	59	blm-recq5-1-single-c7-w14-3d6_S212_
chr16	69756772	69802520	45749	BLM/RECQL5	411514	1.20%	59	blm-recq5-1-single-c7-w14-3d6_S212_
chr2	132857046	133007482	150437	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chr2	150165808	150219552	53745	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chr4	180106336	180196863	90528	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chr5	28876518	29611522	735005	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chr6	39102982	39169232	66251	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chr7	95018682	95108289	89608	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chr8	70668568	70679653	11086	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chr11	103870542	103994801	124260	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chr12	21419187	21576876	157690	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chr18	71457062	71467207	10146	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chr22	24442511	24518519	76009	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chrX	72194229	72250281	56053	BLM/RECQL5	114684	2.00%	16	blm-recq5-1-single-c7-w28-3d6_S226_
chr1	241159444	241175544	16101	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr3	70600265	70676267	76003	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr4	89947037	90075459	128423	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr5	69530564	71455542	1924979	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr6	27150966	27206440	55475	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr7	96106613	96219345	112733	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr8	29962249	30242092	279844	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr9	118696787	118813989	117203	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr10	59594015	59694374	100360	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr12	54824947	54880814	55868	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr14	68250556	68369490	118935	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr15	60793549	60822054	28506	BLM/RECQL5	179680	1.80%	26	blm-recq5-1-single-c7-w34-3d6_S232_
chr1	217975508	218142295	166788	BLM/RECQL5	172404	1.70%	24	blm-recq5-2-single-c12-w24-3d6_S467_
chr8	63086547	63231153	144607	BLM/RECQL5	172404	1.70%	24	blm-recq5-2-single-c12-w24-3d6_S467_
chr12	66887480	68918574	2031095	BLM/RECQL5	172404	1.70%	24	blm-recq5-2-single-c12-w24-3d6_S467_
chr18	7037535	7056025	18491	BLM/RECQL5	172404	1.70%	24	blm-recq5-2-single-c12-w24-3d6_S467_
chrX	64045122	64081901	36780	BLM/RECQL5	172404	1.70%	24	blm-recq5-2-single-c12-w24-3d6_S467_
chr4	36647676	36678085	30410	BLM/RECQL5	279230	1.40%	41	blm-recq5-2-single-c12-w39-3d6_S482_
chr4	182252979	182306251	53273	BLM/RECQL5	279230	1.40%	41	blm-recq5-2-single-c12-w39-3d6_S482_
chr15	71716353	72431175	714823	BLM/RECQL5	279230	1.40%	41	blm-recq5-2-single-c12-w39-3d6_S482_
chr15	74063689	74701483	637795	BLM/RECQL5	279230	1.40%	41	blm-recq5-2-single-c12-w39-3d6_S482_
chr21	15108192	15109947	1756	BLM/RECQL5	279230	1.40%	41	blm-recq5-2-single-c12-w39-3d6_S482_
chrX	84469246	84513309	44064	BLM/RECQL5	279230	1.40%	41	blm-recq5-2-single-c12-w39-3d6_S482_
chr2	9690554	9791254	100701	BLM/RECQL5	124118	1.90%	19	blm-recq5-2-single-c4-w19-3d6_S85_
chr4	33974385	34164794	190410	BLM/RECQL5	124118	1.90%	19	blm-recq5-2-single-c4-w19-3d6_S85_
chr7	69997660	70387186	389527	BLM/RECQL5	124118	1.90%	19	blm-recq5-2-single-c4-w19-3d6_S85_
chr8	57912386	57969620	57235	BLM/RECQL5	124118	1.90%	19	blm-recq5-2-single-c4-w19-3d6_S85_
chr1	112286569	116850298	4563730	BLM/RECQL5	88776	1.80%	13	blm-recq5-2-single-c4-w21-3d6_S86_
chr2	15856776	15934464	77689	BLM/RECQL5	88776	1.80%	13	blm-recq5-2-single-c4-w21-3d6_S86_
chr3	17225268	17401509	176242	BLM/RECQL5	88776	1.80%	13	blm-recq5-2-single-c4-w21-3d6_S86_
chr6	122397559	123045307	647749	BLM/RECQL5	88776	1.80%	13	blm-recq5-2-single-c4-w21-3d6_S86_
chr7	81432197	81572349	140153	BLM/RECQL5	88776	1.80%	13	blm-recq5-2-single-c4-w21-3d6_S86_
chr8	112007118	112092257	85140	BLM/RECQL5	88776	1.80%	13	blm-recq5-2-single-c4-w21-3d6_S86_
chr9	129662739	129861821	199083	BLM/RECQL5	88776	1.80%	13	blm-recq5-2-single-c4-w21-3d6_S86_
chr15	89295122	89323866	28745	BLM/RECQL5	88776	1.80%	13	blm-recq5-2-single-c4-w21-3d6_S86_
chr1	43710658	43713039	2382	BLM	4079186	0.8%	463	fucci_blm_c14_w13_single_3e8_S232_
chr8	83400695	83406476	5782	BLM	4079186	0.8%	463	fucci_blm_c14_w13_single_3e8_S232_
chr10	108298657	108299739	1083	BLM	4079186	0.8%	463	fucci_blm_c14_w13_single_3e8_S232_
chr12	40748417	40754293	5877	BLM	4079186	0.8%	463	fucci_blm_c14_w13_single_3e8_S232_
chr14	95890364	95895911	5548	BLM	4079186	0.8%	463	fucci_blm_c14_w13_single_3e8_S232_
chr15	60800709	60811825	11117	BLM	4079186	0.8%	463	fucci_blm_c14_w13_single_3e8_S232_
chr15	72644828	72671535	26708	BLM	4079186	0.8%	463	fucci_blm_c14_w13_single_3e8_S232_
chr15	74100239	74111970	11732	BLM	4079186	0.8%	463	fucci_blm_c14_w13_single_3e8_S232_
chr15	89345381	89349583	4203	BLM	4079186	0.8%	463	fucci_blm_c14_w13_single_3e8_S232_
chr16	21565377	21569369	3993	BLM	4079186	0.8%	463	fucci_blm_c14_w13_single_3e8_S232_
chr16	22699091	22699369	279	BLM	4079186	0.8%	463	fucci_blm_c14_w13_single_3e8_S232_
chr1	26899174	26915419	16246	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr6	70722562	70763923	41362	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr6	158358507	158365052	6546	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr8	129680337	129682855	2519	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr8	129750860	129752889	2030	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr10	58613623	58656212	42590	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr13	34869748	34880759	11012	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr15	72691198	72695570	4373	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr15	74055086	74056062	977	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr16	21286379	21487844	201466	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr16	22692341	22980280	287940	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr19	24410366	24906294	495929	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chrX	20521018	20526077	5060	BLM	811780	1.6%	118	fucci_blm_c14_w15_single_3e8_S233_
chr1	168721415	168746430	25016	BLM	1073978	1.0%	151	fucci_blm_c14_w21_single_3e8_S236_
chr4	149188647	149193364	4718	BLM	1073978	1.0%	151	fucci_blm_c14_w21_single_3e8_S236_
chr11	76133278	76135291	2014	BLM	1073978	1.0%	151	fucci_blm_c14_w21_single_3e8_S236_
chr14	47804181	47823378	19198	BLM	1073978	1.0%	151	fucci_blm_c14_w21_single_3e8_S236_
chr15	60762880	60827026	64147	BLM	1073978	1.0%	151	fucci_blm_c14_w21_single_3e8_S236_
chr15	72614736	72622389	7654	BLM	1073978	1.0%	151	fucci_blm_c14_w21_single_3e8_S236_
chr15	74105886	74109920	4035	BLM	1073978	1.0%	151	fucci_blm_c14_w21_single_3e8_S236_
chr15	89347175	89393667	46493	BLM	1073978	1.0%	151	fucci_blm_c14_w21_single_3e8_S236_
chr16	21307387	21537381	229995	BLM	1073978	1.0%	151	fucci_blm_c14_w21_single_3e8_S236_
chr16	22688789	22749389	60601	BLM	1073978	1.0%	151	fucci_blm_c14_w21_single_3e8_S236_
chr6	67239767	67399372	159606	BLM	107868	3.3%	17	fucci_blm_c14_w29_single_3e8_S240_
chr8	125873844	126007706	133863	BLM	107868	3.3%	17	fucci_blm_c14_w29_single_3e8_S240_
chr9	127163926	127287255	123330	BLM	107868	3.3%	17	fucci_blm_c14_w29_single_3e8_S240_
chr22	27723398	27808850	85453	BLM	107868	3.3%	17	fucci_blm_c14_w29_single_3e8_S240_
chr1	162321597	162326478	4882	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr1	214146757	214149132	2376	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr2	175767200	175769300	2101	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr5	25715798	25726751	10954	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr5	59568268	59571600	3333	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr5	72710553	72712435	1883	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr6	89988383	89993561	5179	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr6	120919210	120922976	3767	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr7	118960057	118965564	5508	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr8	24677610	24678985	1376	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr8	72125799	72127448	1650	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr8	136597339	136601100	3762	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr8	137740237	137742499	2263	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr11	40971117	40978112	6996	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr11	76302454	76302467	14	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr11	122535969	122537550	1582	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr15	60811438	60811734	297	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr15	72634619	72644756	10138	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr15	74108347	74108893	547	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr15	89348399	89348647	249	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr16	21582846	21594041	11196	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr16	22692627	22703725	11099	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chrX	103689015	103993425	304411	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chrX	104047292	104393255	345964	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chrX	149306044	149597277	291234	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chrX	149720787	150051200	330414	BLM	3799570	0.7%	434	fucci_blm_c14_w31_single_3e8_S241_
chr1	240490782	240494317	3536	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr5	143337163	143338951	1789	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr8	116753718	116782195	28478	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr11	47564787	47575498	10712	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr12	57270250	57272278	2029	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr14	71158830	71178035	19206	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr15	66294897	66301992	7096	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr15	72578639	72587622	8984	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr15	74040927	74100741	59815	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr15	89346949	89351942	4994	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr16	21381089	21503745	122657	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr16	22678886	22687097	8212	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr19	24347205	24347991	787	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chrX	88911738	88929489	17752	BLM	1372684	0.9%	194	fucci_blm_c14_w39_single_3e8_S245_
chr3	48610939	48613962	3024	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr4	156214167	156216183	2017	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr6	382098	400373	18276	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr8	72125464	72125875	412	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr15	60803610	60818773	15164	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr15	72630208	72630646	439	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr15	74068497	74072677	4181	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr15	89349560	89350001	442	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr16	14618492	14632825	14334	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr16	15326397	15387168	60772	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr16	21397192	21511856	114665	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr16	21525428	21527854	2427	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr16	22674309	22674371	63	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr19	24361984	24897185	535202	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr19	27395897	27429249	33353	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr22	43735622	43741789	6168	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chrX	92355204	92366289	11086	BLM	5130778	1.0%	590	fucci_blm_c14_w5_single_3e8_S228_
chr6	802514	874733	72220	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr9	130784026	130824964	40939	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr10	80930769	80937950	7182	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr12	79362049	79363177	1129	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr12	102605235	102608980	3746	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr13	99987871	99999288	11418	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr15	60808146	60812172	4027	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr15	72626910	72627094	185	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr15	74135922	74138210	2289	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr15	89346693	89349831	3139	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr16	21521410	21523240	1831	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr16	22649999	22677746	27748	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr22	23287415	23334467	47053	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chrX	152837269	152909576	72308	BLM/RECQL5	2692572	0.7%	295	fucci_blm_recq5_c16_w11_single_3e8_S281_
chr1	5638888	5675785	36898	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr1	6578036	6611535	33500	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr1	163815406	163824274	8869	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr1	172568438	172583323	14886	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr2	110934953	111028937	93985	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr3	63271914	63308623	36710	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr6	132442066	132445394	3329	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr7	6491710	6515405	23696	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
