seqnames start end width gene Reads Background ReadsPerMb Library
chr9 98280644 98316380 35737 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr9 130804955 130809260 4306 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr10 9357169 9376456 19288 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr10 82780076 82788266 8191 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr10 87105661 87112836 7176 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr11 34536054 34551725 15672 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr11 94150030 94153958 3929 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr12 72419200 72427341 8142 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr12 118098479 118106341 7863 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr13 107897599 107904858 7260 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr14 97218772 97222438 3667 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr15 60806599 60812257 5659 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr15 72604432 72624061 19630 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr15 74048493 74118435 69943 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr15 89334976 89350034 15059 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr16 21400611 21511460 110850 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr16 22673031 22680106 7076 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr16 68087928 68102652 14725 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr17 50089514 50096062 6549 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr20 23280901 23304099 23199 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr21 16582244 16606864 24621 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr22 23286460 23290818 4359 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr22 32928108 32934402 6295 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chrX 25728334 25733180 4847 BLM/RECQL5 1412716 6.3% 200 fucci_blm_recq5_c16_w39_single_3e8_S295_
chr9 130780490 130846744 66255 BLM/RECQL5 283706 1.7% 44 fucci_blm_recq5_c16_w41_single_3e8_S296_
chr15 60817984 60845268 27285 BLM/RECQL5 283706 1.7% 44 fucci_blm_recq5_c16_w41_single_3e8_S296_
chr15 89326320 89386786 60467 BLM/RECQL5 283706 1.7% 44 fucci_blm_recq5_c16_w41_single_3e8_S296_
chr16 20087714 21592334 1504621 BLM/RECQL5 283706 1.7% 44 fucci_blm_recq5_c16_w41_single_3e8_S296_
chr16 22646563 23320610 674048 BLM/RECQL5 283706 1.7% 44 fucci_blm_recq5_c16_w41_single_3e8_S296_
chr22 23272042 23361040 88999 BLM/RECQL5 283706 1.7% 44 fucci_blm_recq5_c16_w41_single_3e8_S296_
chr2 104180834 104185898 5065 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr3 501872 504423 2552 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr3 150981220 150981765 546 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr6 437059 534414 97356 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr6 62893129 62898997 5869 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr8 6943663 7157433 213771 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr8 8277723 8437194 159472 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr8 132266252 132274584 8333 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr9 8590111 8610189 20079 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr9 130798724 130806393 7670 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr15 72629987 72673685 43699 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr15 74065776 74108058 42283 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr16 21398151 21479237 81087 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr16 21567938 21571878 3941 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr16 22661778 22665439 3662 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr16 22677996 22679782 1787 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr19 14852175 14870912 18738 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr21 23210570 23221199 10630 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr22 23277359 23314632 37274 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chrX 103516923 103994237 477315 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chrX 104050750 104567860 517111 BLM/RECQL5 2254966 0.6% 288 fucci_blm_recq5_c16_w43_single_3e8_S297_
chr1 57164672 57243457 78786 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr1 69244226 69483490 239265 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr1 206303278 206412026 108749 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr1 213983415 214022371 38957 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr2 81518377 81643607 125231 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr2 195816848 195867346 50499 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr3 8325896 8346618 20723 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr5 175642647 175695763 53117 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr7 4716383 4773140 56758 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr7 91790219 91848682 58464 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr8 51789140 51984903 195764 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr8 53358744 53580784 222041 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr9 120443390 120479047 35658 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr12 107672999 107729029 56031 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr14 47357414 47475511 118098 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr15 63250888 63333920 83033 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr19 24403080 24905502 502423 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr22 22738783 22751233 12451 BLM/RECQL5 221212 7.8% 27 fucci_blm_recq5_c16_w45_single_3e8_S298_
chr1 8362292 8365636 3345 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr1 201760622 201766215 5594 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr2 130505056 130579312 74257 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr2 130693258 130806662 113405 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr3 74902070 74907722 5653 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr4 87848173 87863619 15447 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr4 87937475 88092587 155113 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr6 58449474 60231835 1782362 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr7 1626365 1636898 10534 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr7 35780342 35784748 4407 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr8 7054417 7176432 122016 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr8 8205522 8339774 134253 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr8 51812976 51817937 4962 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr8 98612376 98619350 6975 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr9 21592229 21596149 3921 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr9 36562860 67399143 30836284 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr10 10076954 10080146 3193 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr11 12285440 12296212 10773 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr12 19316706 19323534 6829 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr12 52577268 52581760 4493 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr12 78266654 78269658 3005 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr15 60806785 60812968 6184 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr15 72670067 72671149 1083 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr15 74100885 74103933 3049 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr15 89338475 89342022 3548 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr16 14423463 14824043 400581 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr16 15321875 15435632 113758 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr16 21504855 21505893 1039 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr16 22591519 22629513 37995 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr16 28102088 28472261 370174 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr16 28816929 29136451 319523 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr19 23897233 24333551 436319 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr19 24402049 27599123 3197075 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr22 44344422 44354828 10407 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chrX 70676293 70682403 6111 BLM/RECQL5 3109768 0.7% 350 fucci_blm_recq5_c16_w7_single_3e8_S279_
chr1 162243399 162247259 3861 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr2 132706776 132713296 6521 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr2 174009701 174016255 6555 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr2 217839317 217855261 15945 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr3 171352192 171361232 9041 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr5 21322901 21359756 36856 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr5 43428940 50762651 7333712 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr5 106654558 106658810 4253 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr6 23699496 23711177 11682 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr8 10038550 10056311 17762 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr8 69265516 69283585 18070 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr9 13505336 13516964 11629 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr9 36565469 67380409 30814941 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr9 100670828 100681335 10508 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr9 130805642 130817050 11409 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr10 45439922 46232252 792331 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr10 46554219 47434139 879921 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr11 4646117 4674189 28073 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr11 47572232 54542523 6970292 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr11 110872661 110908427 35767 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr11 117003172 117023058 19887 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr12 11815188 11824084 8897 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr13 78504799 78515673 10875 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr15 72692139 72705065 12927 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr15 74072182 74105910 33729 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr16 21518303 21523791 5489 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr16 22656933 22667974 11042 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr16 31271749 49402918 18131170 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr17 36230986 36339596 108611 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr17 37883714 37967364 83651 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr18 834933 835191 259 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr18 12139695 12159102 19408 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr18 75868248 75874783 6536 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr19 14667317 14671310 3994 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr20 18316857 18322599 5743 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr20 24412715 24414085 1371 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr22 23283134 23298466 15333 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chrX 5171836 5179183 7348 BLM/RECQL5 1685096 1.1% 213 fucci_blm_recq5_c16_w9_single_3e8_S280_
chr1 48392065 48402043 9979 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr5 19787145 19802691 15547 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr5 54456962 54476217 19256 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr11 1575765 1815436 239672 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr11 1912920 2209839 296920 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr15 60865065 60870833 5769 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr15 72604309 72622031 17723 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr15 74109192 74113859 4668 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr15 89313564 89314631 1068 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr16 21516555 21539507 22953 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr16 22654951 22655370 420 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr16 22699172 22701443 2272 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr18 66746243 66759528 13286 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chrX 17686783 18161479 474697 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chrX 18208106 18408496 200391 RECQL5 2259486 0.9% 266 fucci_recq5_c15_w13_single_3e8_S257_
chr1 50167735 52405024 2237290 RECQL5 100736 1.1% 15 fucci_recq5_c15_w41_single_3e8_S271_
chr1 63060709 64654911 1594203 RECQL5 100736 1.1% 15 fucci_recq5_c15_w41_single_3e8_S271_
chr8 78653955 78793554 139600 RECQL5 100736 1.1% 15 fucci_recq5_c15_w41_single_3e8_S271_
chr8 82982619 83939231 956613 RECQL5 100736 1.1% 15 fucci_recq5_c15_w41_single_3e8_S271_
chr9 36529024 68362364 31833341 RECQL5 100736 1.1% 15 fucci_recq5_c15_w41_single_3e8_S271_
chr19 21079762 21097651 17890 RECQL5 100736 1.1% 15 fucci_recq5_c15_w41_single_3e8_S271_
chr1 16307001 16559323 252323 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr1 17000384 17179429 179046 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr4 47701465 51821408 4119944 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr6 12430929 12435026 4098 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr6 28194358 28196450 2093 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr7 54026267 54261118 234852 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr7 54305940 54394003 88064 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr8 104763560 104771176 7617 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr9 130805438 130809654 4217 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr12 31974882 32007129 32248 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr15 60812995 60817671 4677 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr15 72634702 72635069 368 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr15 74115682 74116101 420 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr15 89349658 89365392 15735 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr16 21558869 21592002 33134 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr16 22644679 22649210 4532 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr22 23289741 23291462 1722 WT 1674716 1.2% 215 fucci_wt_c13_w23_single_3e8_S212_
chr7 54000441 54236278 235838 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr7 54308140 54374340 66201 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr8 7118540 7157653 39114 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr8 8253411 8276607 23197 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr8 71133329 71133865 537 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr9 130803117 130810231 7115 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr11 1851320 1881488 30169 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr11 1925640 1940798 15159 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr13 88475986 88482186 6201 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr15 72631700 72647353 15654 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr15 74059034 74064881 5848 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr16 14534418 14802295 267878 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr16 15325952 15556625 230674 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr16 21397808 21508168 110361 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr16 22540772 22542549 1778 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr16 28297938 28473748 175811 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr16 28986916 29005964 19049 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr22 23288205 23294714 6510 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chrX 103653654 103846573 192920 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chrX 104046942 104141717 94776 WT 3579466 1.3% 454 fucci_wt_c13_w25_single_3e8_S213_
chr1 197199257 197202915 3659 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr4 145126073 145163771 37699 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr5 175826991 175918790 91800 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr5 176045655 176340222 294568 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr8 25772539 25773312 774 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr8 68928763 68944023 15261 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr9 130804558 130810293 5736 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr15 72618111 72673028 54918 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr15 74065998 74101965 35968 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr16 21370280 21500383 130104 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr16 22685548 22712330 26783 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr22 23285765 23297459 11695 WT 1413736 1.4% 196 fucci_wt_c13_w27_single_3e8_S214_
chr2 234566084 234637628 71545 WT 168052 2.1% 26 fucci_wt_c13_w29_single_3e8_S215_
chr6 122801425 122999130 197706 WT 168052 2.1% 26 fucci_wt_c13_w29_single_3e8_S215_
chr8 99446636 99449834 3199 WT 168052 2.1% 26 fucci_wt_c13_w29_single_3e8_S215_
chr8 109990100 110016051 25952 WT 168052 2.1% 26 fucci_wt_c13_w29_single_3e8_S215_
chr1 176409653 176424702 15050 WT 960500 0.8% 138 fucci_wt_c13_w39_single_3e8_S220_
chr4 93635010 93661217 26208 WT 960500 0.8% 138 fucci_wt_c13_w39_single_3e8_S220_
chr8 77757419 77819162 61744 WT 960500 0.8% 138 fucci_wt_c13_w39_single_3e8_S220_
chr15 72692956 72704137 11182 WT 960500 0.8% 138 fucci_wt_c13_w39_single_3e8_S220_
chr15 74062810 74080308 17499 WT 960500 0.8% 138 fucci_wt_c13_w39_single_3e8_S220_
chr16 21328851 21479477 150627 WT 960500 0.8% 138 fucci_wt_c13_w39_single_3e8_S220_
chr16 22698346 22738361 40016 WT 960500 0.8% 138 fucci_wt_c13_w39_single_3e8_S220_
chr17 16032006 16759997 727992 WT 960500 0.8% 138 fucci_wt_c13_w39_single_3e8_S220_
chr17 16912639 16976991 64353 WT 960500 0.8% 138 fucci_wt_c13_w39_single_3e8_S220_
chr2 210740093 210864098 124006 WT 254520 6.4% 31 fucci_wt_c13_w7_single_3e8_S204_
chr13 72838579 73070265 231687 WT 254520 6.4% 31 fucci_wt_c13_w7_single_3e8_S204_
chr14 86953573 86984843 31271 WT 254520 6.4% 31 fucci_wt_c13_w7_single_3e8_S204_
chr16 10645368 10671513 26146 WT 254520 6.4% 31 fucci_wt_c13_w7_single_3e8_S204_
chr1 16494742 16497230 2489 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr1 16786556 16892082 105527 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr1 152323878 152325301 1424 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr1 219207018 219211284 4267 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr4 5189486 5189855 370 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr4 18776631 18781874 5244 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr5 121542865 121543554 690 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
